"Notes"	"Residence County"	"Residence County Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Knox County, IL"	"17095"	"Mar., 2022 (provisional)"	"2022/03"	64	Not Applicable	Not Applicable
	"Knox County, IL"	"17095"	"Apr., 2022 (provisional and partial)"	"2022/04"	26	Not Applicable	Not Applicable
	"Lake County, IL"	"17097"	"Jan., 2022 (provisional)"	"2022/01"	602	Not Applicable	Not Applicable
	"Lake County, IL"	"17097"	"Feb., 2022 (provisional)"	"2022/02"	487	Not Applicable	Not Applicable
	"Lake County, IL"	"17097"	"Mar., 2022 (provisional)"	"2022/03"	424	Not Applicable	Not Applicable
	"Lake County, IL"	"17097"	"Apr., 2022 (provisional and partial)"	"2022/04"	189	Not Applicable	Not Applicable
	"LaSalle County, IL"	"17099"	"Jan., 2022 (provisional)"	"2022/01"	179	Not Applicable	Not Applicable
	"LaSalle County, IL"	"17099"	"Feb., 2022 (provisional)"	"2022/02"	105	Not Applicable	Not Applicable
	"LaSalle County, IL"	"17099"	"Mar., 2022 (provisional)"	"2022/03"	104	Not Applicable	Not Applicable
	"LaSalle County, IL"	"17099"	"Apr., 2022 (provisional and partial)"	"2022/04"	40	Not Applicable	Not Applicable
	"Lawrence County, IL"	"17101"	"Jan., 2022 (provisional)"	"2022/01"	18	Not Applicable	Not Applicable
	"Lawrence County, IL"	"17101"	"Feb., 2022 (provisional)"	"2022/02"	15	Not Applicable	Not Applicable
	"Lee County, IL"	"17103"	"Jan., 2022 (provisional)"	"2022/01"	42	Not Applicable	Not Applicable
	"Lee County, IL"	"17103"	"Feb., 2022 (provisional)"	"2022/02"	40	Not Applicable	Not Applicable
	"Lee County, IL"	"17103"	"Mar., 2022 (provisional)"	"2022/03"	31	Not Applicable	Not Applicable
	"Lee County, IL"	"17103"	"Apr., 2022 (provisional and partial)"	"2022/04"	14	Not Applicable	Not Applicable
	"Livingston County, IL"	"17105"	"Jan., 2022 (provisional)"	"2022/01"	61	Not Applicable	Not Applicable
	"Livingston County, IL"	"17105"	"Feb., 2022 (provisional)"	"2022/02"	52	Not Applicable	Not Applicable
	"Livingston County, IL"	"17105"	"Mar., 2022 (provisional)"	"2022/03"	41	Not Applicable	Not Applicable
	"Livingston County, IL"	"17105"	"Apr., 2022 (provisional and partial)"	"2022/04"	17	Not Applicable	Not Applicable
	"Logan County, IL"	"17107"	"Jan., 2022 (provisional)"	"2022/01"	39	Not Applicable	Not Applicable
	"Logan County, IL"	"17107"	"Feb., 2022 (provisional)"	"2022/02"	41	Not Applicable	Not Applicable
	"Logan County, IL"	"17107"	"Mar., 2022 (provisional)"	"2022/03"	26	Not Applicable	Not Applicable
	"Logan County, IL"	"17107"	"Apr., 2022 (provisional and partial)"	"2022/04"	11	Not Applicable	Not Applicable
	"McDonough County, IL"	"17109"	"Jan., 2022 (provisional)"	"2022/01"	44	Not Applicable	Not Applicable
	"McDonough County, IL"	"17109"	"Feb., 2022 (provisional)"	"2022/02"	33	Not Applicable	Not Applicable
	"McDonough County, IL"	"17109"	"Mar., 2022 (provisional)"	"2022/03"	24	Not Applicable	Not Applicable
	"McDonough County, IL"	"17109"	"Apr., 2022 (provisional and partial)"	"2022/04"	14	Not Applicable	Not Applicable
	"McHenry County, IL"	"17111"	"Jan., 2022 (provisional)"	"2022/01"	302	Not Applicable	Not Applicable
	"McHenry County, IL"	"17111"	"Feb., 2022 (provisional)"	"2022/02"	224	Not Applicable	Not Applicable
	"McHenry County, IL"	"17111"	"Mar., 2022 (provisional)"	"2022/03"	182	Not Applicable	Not Applicable
	"McHenry County, IL"	"17111"	"Apr., 2022 (provisional and partial)"	"2022/04"	88	Not Applicable	Not Applicable
	"McLean County, IL"	"17113"	"Jan., 2022 (provisional)"	"2022/01"	141	Not Applicable	Not Applicable
	"McLean County, IL"	"17113"	"Feb., 2022 (provisional)"	"2022/02"	133	Not Applicable	Not Applicable
	"McLean County, IL"	"17113"	"Mar., 2022 (provisional)"	"2022/03"	130	Not Applicable	Not Applicable
	"McLean County, IL"	"17113"	"Apr., 2022 (provisional and partial)"	"2022/04"	45	Not Applicable	Not Applicable
	"Macon County, IL"	"17115"	"Jan., 2022 (provisional)"	"2022/01"	186	Not Applicable	Not Applicable
	"Macon County, IL"	"17115"	"Feb., 2022 (provisional)"	"2022/02"	126	Not Applicable	Not Applicable
	"Macon County, IL"	"17115"	"Mar., 2022 (provisional)"	"2022/03"	126	Not Applicable	Not Applicable
	"Macon County, IL"	"17115"	"Apr., 2022 (provisional and partial)"	"2022/04"	49	Not Applicable	Not Applicable
	"Macoupin County, IL"	"17117"	"Jan., 2022 (provisional)"	"2022/01"	70	Not Applicable	Not Applicable
	"Macoupin County, IL"	"17117"	"Feb., 2022 (provisional)"	"2022/02"	52	Not Applicable	Not Applicable
	"Macoupin County, IL"	"17117"	"Mar., 2022 (provisional)"	"2022/03"	50	Not Applicable	Not Applicable
	"Macoupin County, IL"	"17117"	"Apr., 2022 (provisional and partial)"	"2022/04"	23	Not Applicable	Not Applicable
	"Madison County, IL"	"17119"	"Jan., 2022 (provisional)"	"2022/01"	398	Not Applicable	Not Applicable
	"Madison County, IL"	"17119"	"Feb., 2022 (provisional)"	"2022/02"	305	Not Applicable	Not Applicable
	"Madison County, IL"	"17119"	"Mar., 2022 (provisional)"	"2022/03"	239	Not Applicable	Not Applicable
	"Madison County, IL"	"17119"	"Apr., 2022 (provisional and partial)"	"2022/04"	118	Not Applicable	Not Applicable
	"Marion County, IL"	"17121"	"Jan., 2022 (provisional)"	"2022/01"	75	Not Applicable	Not Applicable
	"Marion County, IL"	"17121"	"Feb., 2022 (provisional)"	"2022/02"	48	Not Applicable	Not Applicable
	"Marion County, IL"	"17121"	"Mar., 2022 (provisional)"	"2022/03"	44	Not Applicable	Not Applicable
	"Marion County, IL"	"17121"	"Apr., 2022 (provisional and partial)"	"2022/04"	14	Not Applicable	Not Applicable
	"Marshall County, IL"	"17123"	"Jan., 2022 (provisional)"	"2022/01"	26	Not Applicable	Not Applicable
	"Marshall County, IL"	"17123"	"Feb., 2022 (provisional)"	"2022/02"	14	Not Applicable	Not Applicable
	"Marshall County, IL"	"17123"	"Mar., 2022 (provisional)"	"2022/03"	14	Not Applicable	Not Applicable
	"Mason County, IL"	"17125"	"Jan., 2022 (provisional)"	"2022/01"	24	Not Applicable	Not Applicable
	"Mason County, IL"	"17125"	"Feb., 2022 (provisional)"	"2022/02"	14	Not Applicable	Not Applicable
	"Massac County, IL"	"17127"	"Jan., 2022 (provisional)"	"2022/01"	34	Not Applicable	Not Applicable
	"Massac County, IL"	"17127"	"Feb., 2022 (provisional)"	"2022/02"	26	Not Applicable	Not Applicable
	"Massac County, IL"	"17127"	"Mar., 2022 (provisional)"	"2022/03"	10	Not Applicable	Not Applicable
	"Menard County, IL"	"17129"	"Jan., 2022 (provisional)"	"2022/01"	23	Not Applicable	Not Applicable
	"Menard County, IL"	"17129"	"Feb., 2022 (provisional)"	"2022/02"	13	Not Applicable	Not Applicable
	"Menard County, IL"	"17129"	"Mar., 2022 (provisional)"	"2022/03"	11	Not Applicable	Not Applicable
	"Mercer County, IL"	"17131"	"Jan., 2022 (provisional)"	"2022/01"	24	Not Applicable	Not Applicable
	"Mercer County, IL"	"17131"	"Feb., 2022 (provisional)"	"2022/02"	25	Not Applicable	Not Applicable
	"Mercer County, IL"	"17131"	"Mar., 2022 (provisional)"	"2022/03"	15	Not Applicable	Not Applicable
	"Monroe County, IL"	"17133"	"Jan., 2022 (provisional)"	"2022/01"	41	Not Applicable	Not Applicable
	"Monroe County, IL"	"17133"	"Feb., 2022 (provisional)"	"2022/02"	38	Not Applicable	Not Applicable
	"Monroe County, IL"	"17133"	"Mar., 2022 (provisional)"	"2022/03"	20	Not Applicable	Not Applicable
	"Montgomery County, IL"	"17135"	"Jan., 2022 (provisional)"	"2022/01"	56	Not Applicable	Not Applicable
	"Montgomery County, IL"	"17135"	"Feb., 2022 (provisional)"	"2022/02"	28	Not Applicable	Not Applicable
	"Montgomery County, IL"	"17135"	"Mar., 2022 (provisional)"	"2022/03"	36	Not Applicable	Not Applicable
	"Morgan County, IL"	"17137"	"Jan., 2022 (provisional)"	"2022/01"	62	Not Applicable	Not Applicable
	"Morgan County, IL"	"17137"	"Feb., 2022 (provisional)"	"2022/02"	41	Not Applicable	Not Applicable
	"Morgan County, IL"	"17137"	"Mar., 2022 (provisional)"	"2022/03"	40	Not Applicable	Not Applicable
	"Morgan County, IL"	"17137"	"Apr., 2022 (provisional and partial)"	"2022/04"	12	Not Applicable	Not Applicable
	"Moultrie County, IL"	"17139"	"Jan., 2022 (provisional)"	"2022/01"	19	Not Applicable	Not Applicable
	"Moultrie County, IL"	"17139"	"Feb., 2022 (provisional)"	"2022/02"	13	Not Applicable	Not Applicable
	"Moultrie County, IL"	"17139"	"Mar., 2022 (provisional)"	"2022/03"	23	Not Applicable	Not Applicable
	"Ogle County, IL"	"17141"	"Jan., 2022 (provisional)"	"2022/01"	68	Not Applicable	Not Applicable
	"Ogle County, IL"	"17141"	"Feb., 2022 (provisional)"	"2022/02"	61	Not Applicable	Not Applicable
	"Ogle County, IL"	"17141"	"Mar., 2022 (provisional)"	"2022/03"	55	Not Applicable	Not Applicable
	"Ogle County, IL"	"17141"	"Apr., 2022 (provisional and partial)"	"2022/04"	16	Not Applicable	Not Applicable
	"Peoria County, IL"	"17143"	"Jan., 2022 (provisional)"	"2022/01"	282	Not Applicable	Not Applicable
	"Peoria County, IL"	"17143"	"Feb., 2022 (provisional)"	"2022/02"	154	Not Applicable	Not Applicable
	"Peoria County, IL"	"17143"	"Mar., 2022 (provisional)"	"2022/03"	142	Not Applicable	Not Applicable
	"Peoria County, IL"	"17143"	"Apr., 2022 (provisional and partial)"	"2022/04"	68	Not Applicable	Not Applicable
	"Perry County, IL"	"17145"	"Jan., 2022 (provisional)"	"2022/01"	30	Not Applicable	Not Applicable
	"Perry County, IL"	"17145"	"Feb., 2022 (provisional)"	"2022/02"	31	Not Applicable	Not Applicable
	"Perry County, IL"	"17145"	"Mar., 2022 (provisional)"	"2022/03"	22	Not Applicable	Not Applicable
	"Piatt County, IL"	"17147"	"Jan., 2022 (provisional)"	"2022/01"	16	Not Applicable	Not Applicable
	"Piatt County, IL"	"17147"	"Feb., 2022 (provisional)"	"2022/02"	17	Not Applicable	Not Applicable
	"Piatt County, IL"	"17147"	"Mar., 2022 (provisional)"	"2022/03"	12	Not Applicable	Not Applicable
	"Piatt County, IL"	"17147"	"Apr., 2022 (provisional and partial)"	"2022/04"	10	Not Applicable	Not Applicable
	"Pike County, IL"	"17149"	"Jan., 2022 (provisional)"	"2022/01"	30	Not Applicable	Not Applicable
	"Pike County, IL"	"17149"	"Feb., 2022 (provisional)"	"2022/02"	17	Not Applicable	Not Applicable
	"Pike County, IL"	"17149"	"Mar., 2022 (provisional)"	"2022/03"	20	Not Applicable	Not Applicable
	"Pulaski County, IL"	"17153"	"Jan., 2022 (provisional)"	"2022/01"	11	Not Applicable	Not Applicable
	"Pulaski County, IL"	"17153"	"Feb., 2022 (provisional)"	"2022/02"	11	Not Applicable	Not Applicable
	"Randolph County, IL"	"17157"	"Jan., 2022 (provisional)"	"2022/01"	44	Not Applicable	Not Applicable
	"Randolph County, IL"	"17157"	"Feb., 2022 (provisional)"	"2022/02"	33	Not Applicable	Not Applicable
	"Randolph County, IL"	"17157"	"Mar., 2022 (provisional)"	"2022/03"	30	Not Applicable	Not Applicable
	"Randolph County, IL"	"17157"	"Apr., 2022 (provisional and partial)"	"2022/04"	10	Not Applicable	Not Applicable
	"Richland County, IL"	"17159"	"Jan., 2022 (provisional)"	"2022/01"	23	Not Applicable	Not Applicable
	"Richland County, IL"	"17159"	"Feb., 2022 (provisional)"	"2022/02"	24	Not Applicable	Not Applicable
	"Richland County, IL"	"17159"	"Mar., 2022 (provisional)"	"2022/03"	22	Not Applicable	Not Applicable
	"Rock Island County, IL"	"17161"	"Jan., 2022 (provisional)"	"2022/01"	183	Not Applicable	Not Applicable
	"Rock Island County, IL"	"17161"	"Feb., 2022 (provisional)"	"2022/02"	135	Not Applicable	Not Applicable
	"Rock Island County, IL"	"17161"	"Mar., 2022 (provisional)"	"2022/03"	146	Not Applicable	Not Applicable
	"Rock Island County, IL"	"17161"	"Apr., 2022 (provisional and partial)"	"2022/04"	53	Not Applicable	Not Applicable
	"St. Clair County, IL"	"17163"	"Jan., 2022 (provisional)"	"2022/01"	316	Not Applicable	Not Applicable
	"St. Clair County, IL"	"17163"	"Feb., 2022 (provisional)"	"2022/02"	233	Not Applicable	Not Applicable
	"St. Clair County, IL"	"17163"	"Mar., 2022 (provisional)"	"2022/03"	199	Not Applicable	Not Applicable
	"St. Clair County, IL"	"17163"	"Apr., 2022 (provisional and partial)"	"2022/04"	88	Not Applicable	Not Applicable
	"Saline County, IL"	"17165"	"Jan., 2022 (provisional)"	"2022/01"	36	Not Applicable	Not Applicable
	"Saline County, IL"	"17165"	"Feb., 2022 (provisional)"	"2022/02"	40	Not Applicable	Not Applicable
	"Saline County, IL"	"17165"	"Mar., 2022 (provisional)"	"2022/03"	33	Not Applicable	Not Applicable
	"Sangamon County, IL"	"17167"	"Jan., 2022 (provisional)"	"2022/01"	253	Not Applicable	Not Applicable
	"Sangamon County, IL"	"17167"	"Feb., 2022 (provisional)"	"2022/02"	210	Not Applicable	Not Applicable
	"Sangamon County, IL"	"17167"	"Mar., 2022 (provisional)"	"2022/03"	184	Not Applicable	Not Applicable
	"Sangamon County, IL"	"17167"	"Apr., 2022 (provisional and partial)"	"2022/04"	57	Not Applicable	Not Applicable
	"Schuyler County, IL"	"17169"	"Jan., 2022 (provisional)"	"2022/01"	11	Not Applicable	Not Applicable
	"Schuyler County, IL"	"17169"	"Mar., 2022 (provisional)"	"2022/03"	10	Not Applicable	Not Applicable
	"Scott County, IL"	"17171"	"Jan., 2022 (provisional)"	"2022/01"	11	Not Applicable	Not Applicable
	"Shelby County, IL"	"17173"	"Jan., 2022 (provisional)"	"2022/01"	38	Not Applicable	Not Applicable
	"Shelby County, IL"	"17173"	"Feb., 2022 (provisional)"	"2022/02"	36	Not Applicable	Not Applicable
	"Shelby County, IL"	"17173"	"Mar., 2022 (provisional)"	"2022/03"	18	Not Applicable	Not Applicable
	"Shelby County, IL"	"17173"	"Apr., 2022 (provisional and partial)"	"2022/04"	11	Not Applicable	Not Applicable
	"Stephenson County, IL"	"17177"	"Jan., 2022 (provisional)"	"2022/01"	67	Not Applicable	Not Applicable
	"Stephenson County, IL"	"17177"	"Feb., 2022 (provisional)"	"2022/02"	56	Not Applicable	Not Applicable
	"Stephenson County, IL"	"17177"	"Mar., 2022 (provisional)"	"2022/03"	55	Not Applicable	Not Applicable
	"Stephenson County, IL"	"17177"	"Apr., 2022 (provisional and partial)"	"2022/04"	27	Not Applicable	Not Applicable
	"Tazewell County, IL"	"17179"	"Jan., 2022 (provisional)"	"2022/01"	217	Not Applicable	Not Applicable
	"Tazewell County, IL"	"17179"	"Feb., 2022 (provisional)"	"2022/02"	131	Not Applicable	Not Applicable
	"Tazewell County, IL"	"17179"	"Mar., 2022 (provisional)"	"2022/03"	140	Not Applicable	Not Applicable
	"Tazewell County, IL"	"17179"	"Apr., 2022 (provisional and partial)"	"2022/04"	64	Not Applicable	Not Applicable
	"Union County, IL"	"17181"	"Jan., 2022 (provisional)"	"2022/01"	34	Not Applicable	Not Applicable
	"Union County, IL"	"17181"	"Feb., 2022 (provisional)"	"2022/02"	18	Not Applicable	Not Applicable
	"Union County, IL"	"17181"	"Mar., 2022 (provisional)"	"2022/03"	23	Not Applicable	Not Applicable
	"Vermilion County, IL"	"17183"	"Jan., 2022 (provisional)"	"2022/01"	144	Not Applicable	Not Applicable
	"Vermilion County, IL"	"17183"	"Feb., 2022 (provisional)"	"2022/02"	98	Not Applicable	Not Applicable
	"Vermilion County, IL"	"17183"	"Mar., 2022 (provisional)"	"2022/03"	105	Not Applicable	Not Applicable
	"Vermilion County, IL"	"17183"	"Apr., 2022 (provisional and partial)"	"2022/04"	32	Not Applicable	Not Applicable
	"Wabash County, IL"	"17185"	"Jan., 2022 (provisional)"	"2022/01"	15	Not Applicable	Not Applicable
	"Wabash County, IL"	"17185"	"Feb., 2022 (provisional)"	"2022/02"	16	Not Applicable	Not Applicable
	"Wabash County, IL"	"17185"	"Mar., 2022 (provisional)"	"2022/03"	19	Not Applicable	Not Applicable
	"Warren County, IL"	"17187"	"Jan., 2022 (provisional)"	"2022/01"	27	Not Applicable	Not Applicable
	"Warren County, IL"	"17187"	"Feb., 2022 (provisional)"	"2022/02"	16	Not Applicable	Not Applicable
	"Warren County, IL"	"17187"	"Mar., 2022 (provisional)"	"2022/03"	25	Not Applicable	Not Applicable
	"Washington County, IL"	"17189"	"Jan., 2022 (provisional)"	"2022/01"	17	Not Applicable	Not Applicable
	"Washington County, IL"	"17189"	"Feb., 2022 (provisional)"	"2022/02"	13	Not Applicable	Not Applicable
	"Washington County, IL"	"17189"	"Mar., 2022 (provisional)"	"2022/03"	10	Not Applicable	Not Applicable
	"Washington County, IL"	"17189"	"Apr., 2022 (provisional and partial)"	"2022/04"	12	Not Applicable	Not Applicable
	"Wayne County, IL"	"17191"	"Jan., 2022 (provisional)"	"2022/01"	28	Not Applicable	Not Applicable
	"Wayne County, IL"	"17191"	"Feb., 2022 (provisional)"	"2022/02"	33	Not Applicable	Not Applicable
	"Wayne County, IL"	"17191"	"Mar., 2022 (provisional)"	"2022/03"	23	Not Applicable	Not Applicable
	"White County, IL"	"17193"	"Jan., 2022 (provisional)"	"2022/01"	29	Not Applicable	Not Applicable
	"White County, IL"	"17193"	"Feb., 2022 (provisional)"	"2022/02"	17	Not Applicable	Not Applicable
	"White County, IL"	"17193"	"Mar., 2022 (provisional)"	"2022/03"	23	Not Applicable	Not Applicable
	"Whiteside County, IL"	"17195"	"Jan., 2022 (provisional)"	"2022/01"	88	Not Applicable	Not Applicable
	"Whiteside County, IL"	"17195"	"Feb., 2022 (provisional)"	"2022/02"	79	Not Applicable	Not Applicable
	"Whiteside County, IL"	"17195"	"Mar., 2022 (provisional)"	"2022/03"	55	Not Applicable	Not Applicable
	"Whiteside County, IL"	"17195"	"Apr., 2022 (provisional and partial)"	"2022/04"	22	Not Applicable	Not Applicable
	"Will County, IL"	"17197"	"Jan., 2022 (provisional)"	"2022/01"	691	Not Applicable	Not Applicable
	"Will County, IL"	"17197"	"Feb., 2022 (provisional)"	"2022/02"	479	Not Applicable	Not Applicable
	"Will County, IL"	"17197"	"Mar., 2022 (provisional)"	"2022/03"	423	Not Applicable	Not Applicable
	"Will County, IL"	"17197"	"Apr., 2022 (provisional and partial)"	"2022/04"	206	Not Applicable	Not Applicable
	"Williamson County, IL"	"17199"	"Jan., 2022 (provisional)"	"2022/01"	102	Not Applicable	Not Applicable
	"Williamson County, IL"	"17199"	"Feb., 2022 (provisional)"	"2022/02"	83	Not Applicable	Not Applicable
	"Williamson County, IL"	"17199"	"Mar., 2022 (provisional)"	"2022/03"	68	Not Applicable	Not Applicable
	"Williamson County, IL"	"17199"	"Apr., 2022 (provisional and partial)"	"2022/04"	23	Not Applicable	Not Applicable
	"Winnebago County, IL"	"17201"	"Jan., 2022 (provisional)"	"2022/01"	415	Not Applicable	Not Applicable
	"Winnebago County, IL"	"17201"	"Feb., 2022 (provisional)"	"2022/02"	314	Not Applicable	Not Applicable
	"Winnebago County, IL"	"17201"	"Mar., 2022 (provisional)"	"2022/03"	274	Not Applicable	Not Applicable
	"Winnebago County, IL"	"17201"	"Apr., 2022 (provisional and partial)"	"2022/04"	120	Not Applicable	Not Applicable
	"Woodford County, IL"	"17203"	"Jan., 2022 (provisional)"	"2022/01"	35	Not Applicable	Not Applicable
	"Woodford County, IL"	"17203"	"Feb., 2022 (provisional)"	"2022/02"	38	Not Applicable	Not Applicable
	"Woodford County, IL"	"17203"	"Mar., 2022 (provisional)"	"2022/03"	33	Not Applicable	Not Applicable
	"Woodford County, IL"	"17203"	"Apr., 2022 (provisional and partial)"	"2022/04"	12	Not Applicable	Not Applicable
	"Adams County, IN"	"18001"	"Jan., 2022 (provisional)"	"2022/01"	30	Not Applicable	Not Applicable
	"Adams County, IN"	"18001"	"Feb., 2022 (provisional)"	"2022/02"	23	Not Applicable	Not Applicable
	"Adams County, IN"	"18001"	"Mar., 2022 (provisional)"	"2022/03"	18	Not Applicable	Not Applicable
	"Allen County, IN"	"18003"	"Jan., 2022 (provisional)"	"2022/01"	431	Not Applicable	Not Applicable
	"Allen County, IN"	"18003"	"Feb., 2022 (provisional)"	"2022/02"	321	Not Applicable	Not Applicable
	"Allen County, IN"	"18003"	"Mar., 2022 (provisional)"	"2022/03"	293	Not Applicable	Not Applicable
	"Allen County, IN"	"18003"	"Apr., 2022 (provisional and partial)"	"2022/04"	73	Not Applicable	Not Applicable
	"Bartholomew County, IN"	"18005"	"Jan., 2022 (provisional)"	"2022/01"	103	Not Applicable	Not Applicable
	"Bartholomew County, IN"	"18005"	"Feb., 2022 (provisional)"	"2022/02"	74	Not Applicable	Not Applicable
	"Bartholomew County, IN"	"18005"	"Mar., 2022 (provisional)"	"2022/03"	71	Not Applicable	Not Applicable
	"Benton County, IN"	"18007"	"Jan., 2022 (provisional)"	"2022/01"	11	Not Applicable	Not Applicable
	"Blackford County, IN"	"18009"	"Jan., 2022 (provisional)"	"2022/01"	26	Not Applicable	Not Applicable
	"Blackford County, IN"	"18009"	"Feb., 2022 (provisional)"	"2022/02"	10	Not Applicable	Not Applicable
	"Blackford County, IN"	"18009"	"Mar., 2022 (provisional)"	"2022/03"	10	Not Applicable	Not Applicable
	"Boone County, IN"	"18011"	"Jan., 2022 (provisional)"	"2022/01"	77	Not Applicable	Not Applicable
	"Boone County, IN"	"18011"	"Feb., 2022 (provisional)"	"2022/02"	63	Not Applicable	Not Applicable
	"Boone County, IN"	"18011"	"Mar., 2022 (provisional)"	"2022/03"	35	Not Applicable	Not Applicable
	"Brown County, IN"	"18013"	"Jan., 2022 (provisional)"	"2022/01"	17	Not Applicable	Not Applicable
	"Brown County, IN"	"18013"	"Feb., 2022 (provisional)"	"2022/02"	13	Not Applicable	Not Applicable
	"Brown County, IN"	"18013"	"Mar., 2022 (provisional)"	"2022/03"	14	Not Applicable	Not Applicable
	"Carroll County, IN"	"18015"	"Jan., 2022 (provisional)"	"2022/01"	28	Not Applicable	Not Applicable
	"Carroll County, IN"	"18015"	"Feb., 2022 (provisional)"	"2022/02"	24	Not Applicable	Not Applicable
	"Carroll County, IN"	"18015"	"Mar., 2022 (provisional)"	"2022/03"	10	Not Applicable	Not Applicable
	"Cass County, IN"	"18017"	"Jan., 2022 (provisional)"	"2022/01"	42	Not Applicable	Not Applicable
	"Cass County, IN"	"18017"	"Feb., 2022 (provisional)"	"2022/02"	44	Not Applicable	Not Applicable
	"Cass County, IN"	"18017"	"Mar., 2022 (provisional)"	"2022/03"	35	Not Applicable	Not Applicable
	"Clark County, IN"	"18019"	"Jan., 2022 (provisional)"	"2022/01"	183	Not Applicable	Not Applicable
	"Clark County, IN"	"18019"	"Feb., 2022 (provisional)"	"2022/02"	138	Not Applicable	Not Applicable
	"Clark County, IN"	"18019"	"Mar., 2022 (provisional)"	"2022/03"	106	Not Applicable	Not Applicable
	"Clark County, IN"	"18019"	"Apr., 2022 (provisional and partial)"	"2022/04"	34	Not Applicable	Not Applicable
	"Clay County, IN"	"18021"	"Jan., 2022 (provisional)"	"2022/01"	48	Not Applicable	Not Applicable
	"Clay County, IN"	"18021"	"Feb., 2022 (provisional)"	"2022/02"	28	Not Applicable	Not Applicable
	"Clay County, IN"	"18021"	"Mar., 2022 (provisional)"	"2022/03"	25	Not Applicable	Not Applicable
	"Clinton County, IN"	"18023"	"Jan., 2022 (provisional)"	"2022/01"	50	Not Applicable	Not Applicable
	"Clinton County, IN"	"18023"	"Feb., 2022 (provisional)"	"2022/02"	33	Not Applicable	Not Applicable
	"Clinton County, IN"	"18023"	"Mar., 2022 (provisional)"	"2022/03"	30	Not Applicable	Not Applicable
	"Clinton County, IN"	"18023"	"Apr., 2022 (provisional and partial)"	"2022/04"	13	Not Applicable	Not Applicable
	"Crawford County, IN"	"18025"	"Jan., 2022 (provisional)"	"2022/01"	16	Not Applicable	Not Applicable
	"Crawford County, IN"	"18025"	"Feb., 2022 (provisional)"	"2022/02"	11	Not Applicable	Not Applicable
	"Crawford County, IN"	"18025"	"Mar., 2022 (provisional)"	"2022/03"	15	Not Applicable	Not Applicable
	"Daviess County, IN"	"18027"	"Jan., 2022 (provisional)"	"2022/01"	29	Not Applicable	Not Applicable
	"Daviess County, IN"	"18027"	"Feb., 2022 (provisional)"	"2022/02"	50	Not Applicable	Not Applicable
	"Daviess County, IN"	"18027"	"Mar., 2022 (provisional)"	"2022/03"	30	Not Applicable	Not Applicable
	"Dearborn County, IN"	"18029"	"Jan., 2022 (provisional)"	"2022/01"	68	Not Applicable	Not Applicable
	"Dearborn County, IN"	"18029"	"Feb., 2022 (provisional)"	"2022/02"	57	Not Applicable	Not Applicable
	"Dearborn County, IN"	"18029"	"Mar., 2022 (provisional)"	"2022/03"	44	Not Applicable	Not Applicable
	"Dearborn County, IN"	"18029"	"Apr., 2022 (provisional and partial)"	"2022/04"	16	Not Applicable	Not Applicable
	"Decatur County, IN"	"18031"	"Jan., 2022 (provisional)"	"2022/01"	49	Not Applicable	Not Applicable
	"Decatur County, IN"	"18031"	"Feb., 2022 (provisional)"	"2022/02"	27	Not Applicable	Not Applicable
	"Decatur County, IN"	"18031"	"Mar., 2022 (provisional)"	"2022/03"	21	Not Applicable	Not Applicable
	"De Kalb County, IN"	"18033"	"Jan., 2022 (provisional)"	"2022/01"	54	Not Applicable	Not Applicable
	"De Kalb County, IN"	"18033"	"Feb., 2022 (provisional)"	"2022/02"	48	Not Applicable	Not Applicable
	"De Kalb County, IN"	"18033"	"Mar., 2022 (provisional)"	"2022/03"	41	Not Applicable	Not Applicable
	"Delaware County, IN"	"18035"	"Jan., 2022 (provisional)"	"2022/01"	165	Not Applicable	Not Applicable
	"Delaware County, IN"	"18035"	"Feb., 2022 (provisional)"	"2022/02"	112	Not Applicable	Not Applicable
	"Delaware County, IN"	"18035"	"Mar., 2022 (provisional)"	"2022/03"	84	Not Applicable	Not Applicable
	"Delaware County, IN"	"18035"	"Apr., 2022 (provisional and partial)"	"2022/04"	29	Not Applicable	Not Applicable
	"Dubois County, IN"	"18037"	"Jan., 2022 (provisional)"	"2022/01"	45	Not Applicable	Not Applicable
	"Dubois County, IN"	"18037"	"Feb., 2022 (provisional)"	"2022/02"	25	Not Applicable	Not Applicable
	"Dubois County, IN"	"18037"	"Mar., 2022 (provisional)"	"2022/03"	42	Not Applicable	Not Applicable
	"Elkhart County, IN"	"18039"	"Jan., 2022 (provisional)"	"2022/01"	238	Not Applicable	Not Applicable
	"Elkhart County, IN"	"18039"	"Feb., 2022 (provisional)"	"2022/02"	192	Not Applicable	Not Applicable
	"Elkhart County, IN"	"18039"	"Mar., 2022 (provisional)"	"2022/03"	133	Not Applicable	Not Applicable
	"Elkhart County, IN"	"18039"	"Apr., 2022 (provisional and partial)"	"2022/04"	32	Not Applicable	Not Applicable
	"Fayette County, IN"	"18041"	"Jan., 2022 (provisional)"	"2022/01"	50	Not Applicable	Not Applicable
	"Fayette County, IN"	"18041"	"Feb., 2022 (provisional)"	"2022/02"	34	Not Applicable	Not Applicable
	"Fayette County, IN"	"18041"	"Mar., 2022 (provisional)"	"2022/03"	37	Not Applicable	Not Applicable
	"Floyd County, IN"	"18043"	"Jan., 2022 (provisional)"	"2022/01"	111	Not Applicable	Not Applicable
